customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group
416,67,Male,Coat,Outerwear,32,Connecticut,M,Lavender,Winter,3,Yes,Express,Yes,Yes,39,Bank Transfer,Monthly,Middle-aged
417,36,Male,Belt,Accessories,60,Oregon,L,Olive,Spring,4,Yes,Free Shipping,Yes,Yes,26,Bank Transfer,Fortnightly,Senior
418,23,Male,Sandals,Footwear,85,Mississippi,L,Beige,Fall,4.6,Yes,Free Shipping,Yes,Yes,50,Debit Card,Quarterly,Adult
419,18,Male,Sweater,Clothing,79,Illinois,L,Purple,Spring,3.3,Yes,Standard,Yes,Yes,26,Venmo,Bi-Weekly,Young Adult
420,53,Male,Shorts,Clothing,99,Utah,S,Teal,Winter,,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,Middle-aged
421,32,Male,Socks,Clothing,61,North Carolina,S,Peach,Spring,4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,Middle-aged
422,38,Male,Shirt,Clothing,47,Kentucky,M,Violet,Winter,3.6,Yes,Standard,Yes,Yes,51,Cash,Bi-Weekly,Adult
423,47,Male,Pants,Clothing,61,Minnesota,M,Purple,Fall,3.3,Yes,Store Pickup,Yes,Yes,34,Debit Card,Annually,Senior
424,46,Male,Scarf,Accessories,28,New York,L,Teal,Spring,3.3,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,Adult
425,66,Male,Sweater,Clothing,26,Illinois,M,Gold,Winter,4.5,Yes,Standard,Yes,Yes,41,PayPal,Fortnightly,Adult
426,40,Male,Jeans,Clothing,100,North Dakota,S,Teal,Winter,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,Senior
427,43,Male,Pants,Clothing,73,Louisiana,M,Violet,Winter,4.9,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,Adult
428,58,Male,Backpack,Accessories,102,Illinois,L,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,5,Credit Card,Quarterly,Adult
429,21,Male,Coat,Outerwear,73,Wyoming,XL,Gold,Winter,3.2,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,Young Adult
430,42,Male,Sandals,Footwear,93,Washington,M,Gold,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,23,Cash,Fortnightly,Young Adult
431,24,Male,Shirt,Clothing,37,Texas,M,Brown,Summer,3.6,Yes,Store Pickup,Yes,Yes,39,Debit Card,Annually,Adult
432,43,Male,Hat,Accessories,74,New Hampshire,L,Cyan,Winter,3.6,Yes,Store Pickup,Yes,Yes,40,Cash,Fortnightly,Middle-aged
433,47,Male,Shirt,Clothing,88,Indiana,S,Indigo,Fall,3.4,Yes,Free Shipping,Yes,Yes,28,Venmo,Weekly,Adult
434,49,Male,Skirt,Clothing,99,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,26,Credit Card,Fortnightly,Young Adult
435,50,Male,Shoes,Footwear,57,Oklahoma,L,Pink,Spring,4.3,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,Middle-aged
436,51,Male,Coat,Outerwear,30,Montana,XL,Olive,Winter,3.8,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Monthly,Young Adult
437,40,Male,Pants,Clothing,49,Tennessee,L,Cyan,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,Bank Transfer,Weekly,Middle-aged
438,45,Male,Jewelry,Accessories,46,New Mexico,M,Peach,Summer,3,Yes,Next Day Air,Yes,Yes,44,PayPal,Annually,Middle-aged
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.5,Yes,Express,Yes,Yes,13,Credit Card,Fortnightly,Young Adult
440,62,Male,Jacket,Outerwear,49,Idaho,M,Turquoise,Summer,3.7,Yes,Free Shipping,Yes,Yes,34,Cash,Monthly,Senior
441,20,Male,Shirt,Clothing,98,Oklahoma,XL,Maroon,Winter,3.6,Yes,Store Pickup,Yes,Yes,32,Debit Card,Fortnightly,Young Adult
442,43,Male,Hoodie,Clothing,87,Florida,M,Maroon,Winter,4.4,Yes,Standard,Yes,Yes,33,Credit Card,Annually,Middle-aged
443,29,Male,Sunglasses,Accessories,64,Michigan,M,Olive,Fall,,Yes,Store Pickup,Yes,Yes,34,Credit Card,Quarterly,Young Adult
444,22,Male,Sunglasses,Accessories,65,Hawaii,M,Magenta,Summer,3.8,Yes,Free Shipping,Yes,Yes,23,PayPal,Annually,Young Adult
445,48,Male,Dress,Clothing,18,California,M,Red,Summer,4.6,Yes,Store Pickup,Yes,Yes,29,Debit Card,Annually,Middle-aged
446,42,Male,Boots,Footwear,31,Iowa,M,Olive,Fall,5,Yes,Standard,Yes,Yes,18,Venmo,Annually,Young Adult
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,19,Venmo,Monthly,Adult
448,60,Male,Shorts,Clothing,80,Washington,S,Turquoise,Spring,3.8,Yes,Standard,Yes,Yes,6,Bank Transfer,Every 3 Months,Middle-aged
449,32,Male,Gloves,Accessories,22,Missouri,M,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,41,Bank Transfer,Fortnightly,Middle-aged
450,26,Male,Jewelry,Accessories,42,New York,L,Peach,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,Young Adult
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.8,Yes,Store Pickup,Yes,Yes,20,Credit Card,Monthly,Adult
452,66,Male,Jewelry,Accessories,32,Virginia,M,Pink,Summer,4.7,Yes,Express,Yes,Yes,28,Credit Card,Fortnightly,Adult
453,45,Male,Pants,Clothing,42,Missouri,M,Violet,Summer,,Yes,Express,Yes,Yes,41,PayPal,Fortnightly,Young Adult
454,54,Male,Jewelry,Accessories,62,Nebraska,XL,Peach,Winter,2.9,Yes,Next Day Air,Yes,Yes,25,Credit Card,Weekly,Young Adult
455,37,Male,Jacket,Outerwear,93,New Jersey,S,Gold,Summer,3.3,Yes,Next Day Air,Yes,Yes,13,Cash,Bi-Weekly,Adult
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,4,Yes,Store Pickup,Yes,Yes,60,Debit Card,Fortnightly,Senior
457,50,Male,Blouse,Clothing,99,North Carolina,S,Indigo,Fall,4.4,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Quarterly,Middle-aged
458,25,Male,Gloves,Accessories,96,Rhode Island,M,Blue,Spring,5,Yes,Next Day Air,Yes,Yes,50,Debit Card,Every 3 Months,Middle-aged
459,47,Male,Shorts,Clothing,96,Arkansas,L,Black,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Monthly,Young Adult
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,4,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,Adult
461,64,Male,Shoes,Footwear,70,South Carolina,L,Teal,Summer,,Yes,Store Pickup,Yes,Yes,32,Bank Transfer,Weekly,Young Adult
462,18,Male,Boots,Footwear,101,Ohio,M,Yellow,Winter,4,Yes,Express,Yes,Yes,20,Venmo,Weekly,Senior
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.6,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,Adult
464,37,Male,Jewelry,Accessories,80,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,30,Venmo,Weekly,Young Adult
465,23,Male,Sunglasses,Accessories,56,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,49,PayPal,Monthly,Adult
466,54,Male,Skirt,Clothing,85,Oklahoma,M,Pink,Summer,3,Yes,Next Day Air,Yes,Yes,24,Cash,Quarterly,Young Adult
467,38,Male,Jeans,Clothing,27,Vermont,L,Turquoise,Winter,4.7,Yes,Free Shipping,Yes,Yes,28,PayPal,Weekly,Middle-aged
468,19,Male,Backpack,Accessories,54,Nebraska,S,Orange,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Every 3 Months,Middle-aged
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5,Yes,Free Shipping,Yes,Yes,15,Cash,Quarterly,Young Adult
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,Adult
471,50,Male,Dress,Clothing,61,Minnesota,L,Teal,Summer,4.7,Yes,Express,Yes,Yes,5,Cash,Every 3 Months,Young Adult
472,55,Male,Scarf,Accessories,69,Missouri,XL,White,Winter,5,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Quarterly,Adult
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,4.3,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,Adult
474,34,Male,Coat,Outerwear,46,West Virginia,L,Olive,Spring,4.1,Yes,Store Pickup,Yes,Yes,35,PayPal,Every 3 Months,Senior
475,62,Male,Sweater,Clothing,81,Arkansas,XL,Maroon,Summer,2.8,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,Adult
476,21,Male,Sneakers,Footwear,64,Ohio,L,Magenta,Summer,2.9,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,Young Adult
477,21,Male,Scarf,Accessories,94,Connecticut,M,Magenta,Spring,3.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,Senior
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.8,Yes,Free Shipping,Yes,Yes,63,Debit Card,Weekly,Senior
479,35,Male,Jewelry,Accessories,54,Kansas,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,Adult
480,39,Male,Handbag,Accessories,96,Iowa,L,Yellow,Winter,3.6,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,Middle-aged
481,68,Male,Hoodie,Clothing,86,Vermont,M,Gray,Summer,5,Yes,Standard,Yes,Yes,33,Debit Card,Bi-Weekly,Middle-aged
482,46,Male,Hat,Accessories,87,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Fortnightly,Young Adult
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Annually,Senior
484,23,Male,Hoodie,Clothing,77,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Weekly,Senior
485,68,Male,Hat,Accessories,69,Missouri,L,Lavender,Summer,4.9,Yes,Free Shipping,Yes,Yes,26,Bank Transfer,Quarterly,Adult
486,48,Male,Shoes,Footwear,42,Tennessee,S,Blue,Spring,2.9,Yes,Next Day Air,Yes,Yes,43,Debit Card,Fortnightly,Adult
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.9,Yes,Store Pickup,Yes,Yes,34,Venmo,Every 3 Months,Young Adult
488,41,Male,Jacket,Outerwear,69,Iowa,L,Red,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Quarterly,Adult
489,58,Male,Sweater,Clothing,32,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,34,Venmo,Weekly,Middle-aged
490,49,Male,Socks,Clothing,87,South Dakota,M,Green,Summer,3.5,Yes,Standard,Yes,Yes,40,PayPal,Annually,Adult
491,57,Male,Sneakers,Footwear,45,Colorado,M,Silver,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,Adult
492,49,Male,Coat,Outerwear,73,Vermont,M,Silver,Summer,,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Bi-Weekly,Adult
493,50,Male,Shirt,Clothing,65,Michigan,M,Black,Fall,4,Yes,Standard,Yes,Yes,12,Debit Card,Weekly,Young Adult
494,28,Male,Backpack,Accessories,45,Nevada,XL,Red,Summer,5,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,Middle-aged
495,38,Male,Boots,Footwear,79,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,44,Debit Card,Weekly,Young Adult
496,33,Male,Handbag,Accessories,38,Michigan,XL,Cyan,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,Adult
497,30,Male,Dress,Clothing,62,California,S,Maroon,Fall,3.4,Yes,Express,Yes,Yes,40,Venmo,Fortnightly,Senior
498,43,Male,Sneakers,Footwear,42,Oklahoma,S,Silver,Winter,4.8,Yes,Free Shipping,Yes,Yes,33,Cash,Weekly,Senior
499,43,Male,Boots,Footwear,76,Iowa,M,Lavender,Spring,3.8,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Monthly,Adult
500,36,Male,Shoes,Footwear,100,Rhode Island,L,Silver,Winter,4.9,Yes,Express,Yes,Yes,24,PayPal,Monthly,Middle-aged
501,36,Male,T-shirt,Clothing,34,Washington,L,Purple,Fall,4.9,Yes,Next Day Air,Yes,Yes,34,Venmo,Every 3 Months,Adult
502,64,Male,Boots,Footwear,50,Florida,M,Cyan,Spring,3,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,Senior
503,59,Male,Pants,Clothing,29,South Carolina,S,Cyan,Fall,2.9,Yes,Express,Yes,Yes,9,PayPal,Fortnightly,Senior
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.4,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,Middle-aged
505,42,Male,Shoes,Footwear,23,Missouri,M,Maroon,Winter,4.2,Yes,Free Shipping,Yes,Yes,22,PayPal,Annually,Senior
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.4,Yes,Express,Yes,Yes,10,Cash,Bi-Weekly,Young Adult
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Annually,Senior
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5,Yes,Store Pickup,Yes,Yes,41,Debit Card,Fortnightly,Middle-aged
509,27,Male,Jewelry,Accessories,22,Illinois,S,Yellow,Winter,4.1,Yes,Store Pickup,Yes,Yes,26,PayPal,Quarterly,Middle-aged
510,41,Male,T-shirt,Clothing,75,Delaware,L,Cyan,Summer,4.3,Yes,Free Shipping,Yes,Yes,20,Debit Card,Weekly,Adult
511,21,Male,Shirt,Clothing,92,West Virginia,M,Teal,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,24,Venmo,Annually,Young Adult
512,61,Male,Shirt,Clothing,48,Hawaii,L,Yellow,Fall,3.2,Yes,Free Shipping,Yes,Yes,7,PayPal,Annually,Middle-aged
513,19,Male,Gloves,Accessories,52,New York,L,Peach,Winter,,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,Young Adult
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Annually,Senior
515,64,Male,Skirt,Clothing,65,Indiana,S,Olive,Winter,4.4,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,Adult
516,28,Male,Hat,Accessories,71,Kentucky,L,Charcoal,Spring,4.7,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly,Adult
517,34,Male,Hoodie,Clothing,44,West Virginia,L,Indigo,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,Adult
518,61,Male,Boots,Footwear,48,North Dakota,L,Silver,Fall,3,Yes,Free Shipping,Yes,Yes,42,Cash,Every 3 Months,Adult
519,24,Male,Blouse,Clothing,105,Oregon,M,Beige,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Venmo,Every 3 Months,Adult
520,19,Male,Belt,Accessories,55,Minnesota,L,Blue,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,18,Bank Transfer,Quarterly,Middle-aged
521,51,Male,Sunglasses,Accessories,79,South Carolina,M,White,Spring,4.2,Yes,Free Shipping,Yes,Yes,21,Debit Card,Quarterly,Young Adult
522,36,Male,Shorts,Clothing,45,Vermont,L,Gold,Winter,3.6,Yes,Standard,Yes,Yes,51,Bank Transfer,Annually,Middle-aged
523,65,Male,Gloves,Accessories,87,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly,Young Adult
524,46,Male,Sandals,Footwear,42,Delaware,M,Orange,Spring,5,Yes,Express,Yes,Yes,5,PayPal,Quarterly,Adult
525,59,Male,Shirt,Clothing,37,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,40,PayPal,Annually,Adult
526,51,Male,Coat,Outerwear,34,Iowa,M,Cyan,Spring,3.4,Yes,Next Day Air,Yes,Yes,43,Debit Card,Monthly,Senior
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,5,Yes,Standard,Yes,Yes,18,Cash,Monthly,Middle-aged
528,21,Male,T-shirt,Clothing,25,South Carolina,L,Yellow,Winter,4.6,Yes,Next Day Air,Yes,Yes,45,Bank Transfer,Every 3 Months,Senior
529,34,Male,Sneakers,Footwear,96,Maryland,S,Beige,Winter,3.5,Yes,Express,Yes,Yes,36,Cash,Annually,Young Adult
530,32,Male,Shorts,Clothing,83,California,M,Orange,Fall,3.8,Yes,Standard,Yes,Yes,7,Credit Card,Monthly,Young Adult
531,48,Male,Coat,Outerwear,41,Montana,XL,Magenta,Winter,3.5,Yes,Store Pickup,Yes,Yes,19,Credit Card,Bi-Weekly,Adult
532,50,Male,Sandals,Footwear,49,Vermont,L,Purple,Fall,3.5,Yes,Next Day Air,Yes,Yes,48,Cash,Weekly,Adult
533,26,Male,Pants,Clothing,82,Texas,L,Black,Winter,4.3,Yes,Express,Yes,Yes,40,Bank Transfer,Every 3 Months,Young Adult
534,57,Male,Sandals,Footwear,57,North Carolina,L,Pink,Spring,4.8,Yes,Next Day Air,Yes,Yes,20,Debit Card,Weekly,Adult
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,Adult
536,56,Male,T-shirt,Clothing,46,West Virginia,L,Maroon,Spring,3.6,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Weekly,Senior
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.5,Yes,Store Pickup,Yes,Yes,15,Debit Card,Every 3 Months,Adult
538,50,Male,Blouse,Clothing,47,Virginia,S,Turquoise,Summer,3.3,Yes,Store Pickup,Yes,Yes,11,Debit Card,Annually,Middle-aged
539,27,Male,Socks,Clothing,24,Virginia,XL,Green,Spring,3.4,Yes,Free Shipping,Yes,Yes,50,Cash,Weekly,Adult
540,49,Male,Coat,Outerwear,50,Wyoming,M,Violet,Winter,4.4,Yes,Store Pickup,Yes,Yes,53,Debit Card,Weekly,Middle-aged
541,49,Male,Dress,Clothing,39,South Carolina,M,Lavender,Spring,3.2,Yes,Next Day Air,Yes,Yes,31,Cash,Every 3 Months,Young Adult
542,52,Male,Jacket,Outerwear,26,Connecticut,L,Gray,Fall,3.1,Yes,Next Day Air,Yes,Yes,43,Cash,Bi-Weekly,Adult
543,27,Male,Boots,Footwear,83,Illinois,XL,Teal,Spring,4.8,Yes,Next Day Air,Yes,Yes,40,Cash,Bi-Weekly,Young Adult
544,53,Male,Skirt,Clothing,107,Alabama,S,Red,Spring,4.4,Yes,Express,Yes,Yes,14,Credit Card,Monthly,Adult
545,34,Male,Sandals,Footwear,55,Washington,S,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,31,Bank Transfer,Every 3 Months,Young Adult
546,33,Male,Coat,Outerwear,30,Alabama,L,Magenta,Summer,3.6,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Annually,Young Adult
547,62,Male,Hoodie,Clothing,82,New Mexico,M,Brown,Winter,3.6,Yes,Free Shipping,Yes,Yes,41,Venmo,Bi-Weekly,Middle-aged
548,38,Male,Jacket,Outerwear,53,Nevada,M,Blue,Winter,3.2,Yes,Free Shipping,Yes,Yes,31,Venmo,Weekly,Young Adult
549,36,Male,Backpack,Accessories,70,Nebraska,M,Black,Winter,4.8,Yes,Store Pickup,Yes,Yes,47,Debit Card,Every 3 Months,Adult
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.9,Yes,Express,Yes,Yes,36,Venmo,Bi-Weekly,Young Adult
551,62,Male,Belt,Accessories,61,Georgia,M,Olive,Summer,3.5,Yes,Store Pickup,Yes,Yes,11,PayPal,Weekly,Middle-aged
552,29,Male,Coat,Outerwear,80,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,Cash,Bi-Weekly,Senior
553,24,Male,T-shirt,Clothing,103,Missouri,M,Peach,Fall,3.6,Yes,Express,Yes,Yes,22,Bank Transfer,Weekly,Young Adult
554,63,Male,Sunglasses,Accessories,65,Florida,M,White,Winter,3.4,Yes,Express,Yes,Yes,13,Credit Card,Quarterly,Middle-aged
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.1,Yes,Express,Yes,Yes,40,Bank Transfer,Weekly,Adult
556,63,Male,Gloves,Accessories,58,Maine,M,White,Fall,4.9,Yes,Express,Yes,Yes,36,Venmo,Annually,Adult
557,40,Male,Coat,Outerwear,95,Montana,L,Indigo,Winter,5,Yes,Store Pickup,Yes,Yes,23,Cash,Fortnightly,Young Adult
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,3,Yes,Free Shipping,Yes,Yes,33,Debit Card,Weekly,Senior
559,50,Male,Sneakers,Footwear,82,Iowa,L,Teal,Fall,3.3,Yes,Express,Yes,Yes,46,Debit Card,Every 3 Months,Young Adult
560,66,Male,Scarf,Accessories,42,Arizona,M,Indigo,Fall,3.1,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,Adult
561,25,Male,Jewelry,Accessories,51,Louisiana,L,Red,Fall,,Yes,Free Shipping,Yes,Yes,10,Debit Card,Annually,Adult
562,65,Male,Jacket,Outerwear,75,Alabama,M,Blue,Fall,3,Yes,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,Senior
563,53,Male,Jeans,Clothing,63,Missouri,M,Blue,Summer,3.8,Yes,Standard,Yes,Yes,42,Debit Card,Annually,Young Adult
564,61,Male,Shoes,Footwear,101,Idaho,M,Black,Fall,4.7,Yes,Standard,Yes,Yes,17,Debit Card,Quarterly,Adult
565,67,Male,Hoodie,Clothing,66,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Weekly,Adult
566,59,Male,Backpack,Accessories,44,Idaho,L,Lavender,Fall,4.5,Yes,Store Pickup,Yes,Yes,11,Venmo,Weekly,Senior
567,55,Male,Sneakers,Footwear,85,Alabama,M,Indigo,Spring,3.9,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly,Middle-aged
568,21,Male,Blouse,Clothing,51,New Hampshire,S,Red,Winter,3.3,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly,Senior
569,44,Male,Pants,Clothing,78,Utah,L,Red,Summer,4,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly,Young Adult
570,65,Male,Skirt,Clothing,34,Alabama,M,Pink,Fall,4.7,Yes,Express,Yes,Yes,38,Credit Card,Every 3 Months,Adult
571,65,Male,T-shirt,Clothing,103,Iowa,XL,Purple,Fall,4.4,Yes,Standard,Yes,Yes,18,Cash,Annually,Adult
572,54,Male,Jacket,Outerwear,84,Kentucky,XL,Cyan,Spring,3.8,Yes,Free Shipping,Yes,Yes,41,Venmo,Weekly,Young Adult
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.9,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,Young Adult
574,58,Male,Pants,Clothing,66,California,M,Charcoal,Summer,3.4,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,Young Adult
575,54,Male,Sneakers,Footwear,86,Maine,L,Red,Fall,5,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Bi-Weekly,Adult
576,58,Male,Jeans,Clothing,80,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,44,PayPal,Monthly,Senior
577,48,Male,Hat,Accessories,74,Washington,M,Black,Winter,5,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months,Senior
578,19,Male,Skirt,Clothing,56,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,40,Venmo,Annually,Adult
579,69,Male,Sandals,Footwear,87,Maine,M,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Fortnightly,Adult
580,58,Male,Sandals,Footwear,47,California,M,Violet,Winter,3.8,Yes,Free Shipping,Yes,Yes,42,Credit Card,Annually,Senior
581,49,Male,Sweater,Clothing,83,Iowa,M,Orange,Spring,4.3,Yes,Free Shipping,Yes,Yes,12,PayPal,Weekly,Senior
582,32,Male,Sweater,Clothing,106,Iowa,XL,Charcoal,Winter,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,Senior
583,40,Male,Jacket,Outerwear,81,Colorado,L,Turquoise,Spring,5,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,Middle-aged
584,25,Male,Shorts,Clothing,89,California,L,Yellow,Spring,4.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Monthly,Middle-aged
585,70,Male,Socks,Clothing,97,Indiana,M,White,Spring,4.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Monthly,Middle-aged
586,69,Male,Socks,Clothing,24,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months,Senior
587,45,Male,Hoodie,Clothing,21,Wisconsin,S,Blue,Winter,5,Yes,2-Day Shipping,Yes,Yes,9,Venmo,Annually,Senior
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.6,Yes,Express,Yes,Yes,49,Debit Card,Every 3 Months,Middle-aged
589,47,Male,Boots,Footwear,65,South Dakota,M,Violet,Fall,3.2,Yes,Standard,Yes,Yes,10,Debit Card,Quarterly,Senior
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Annually,Middle-aged
591,64,Male,Belt,Accessories,41,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,31,Venmo,Fortnightly,Adult
592,47,Male,Backpack,Accessories,38,Kentucky,L,Olive,Fall,4.5,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly,Young Adult
593,60,Male,Boots,Footwear,31,North Dakota,M,Brown,Fall,3.5,Yes,Free Shipping,Yes,Yes,37,Venmo,Every 3 Months,Young Adult
594,67,Male,Coat,Outerwear,38,Alaska,S,Green,Winter,4.7,Yes,Store Pickup,Yes,Yes,8,PayPal,Every 3 Months,Senior
595,35,Male,Hoodie,Clothing,94,Oklahoma,S,Brown,Winter,2.8,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly,Adult
596,30,Male,Shoes,Footwear,74,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,51,PayPal,Quarterly,Senior
597,23,Male,Shoes,Footwear,36,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,35,Venmo,Annually,Senior
598,70,Male,Jewelry,Accessories,64,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,18,Bank Transfer,Fortnightly,Young Adult
599,21,Male,Dress,Clothing,70,California,L,Green,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Every 3 Months,Senior
